filename,store_name,store_address,store_code,taxpayer_name,tax_id,receipt_number,cashier_name,date,time,item_name,quantity,unit_price,line_total,subtotal,vat_18_percent,total_tax,cashless_payment,cash_payment,bonus_payment,advance_payment,credit_payment,queue_number,cash_register_model,cash_register_serial,fiscal_id,fiscal_registration,refund_amount,refund_date,refund_time
FcME2buLsjZT.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EZ4mCZbsfnM3.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7afuvVhUWkGa.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2YtFz91SaJNp.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVjxFhr4kNpV.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPPBCAZ55eea.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8jgWgoiZLEVU.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2xVdUZvCLsuR.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADL7iGAdktwv.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CzZyz1xggJ4v.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3HdKyCpFVQor.jpeg,ARAZ,,1001994141-20019,ARAZ,1001994141,773546,Ramal Sadiyev,07.03.2025,22:08:18,DIANA FLOVERS AND FR,1000.0,3.5,3.5,16.64,,,16.64,0.00,0.00,0.00,0.00,343,NBA FiscalBox,900120010612,3HdKyCpFVQor,0000022720,0.28,07.04.2025,06:03
3HdKyCpFVQor.jpeg,ARAZ,,1001994141-20019,ARAZ,1001994141,773546,Ramal Sadiyev,07.03.2025,22:08:18,BANAN KG,14652.0,329.0,544.0,16.64,,,16.64,0.00,0.00,0.00,0.00,343,NBA FiscalBox,900120010612,3HdKyCpFVQor,0000022720,0.28,07.04.2025,06:03
3HdKyCpFVQor.jpeg,ARAZ,,1001994141-20019,ARAZ,1001994141,773546,Ramal Sadiyev,07.03.2025,22:08:18,“Ticarət əlavəsi: 1896 SIRAB QAZSIZ SU PET,2.0,0.6,1.2,16.64,,,16.64,0.00,0.00,0.00,0.00,343,NBA FiscalBox,900120010612,3HdKyCpFVQor,0000022720,0.28,07.04.2025,06:03
3HdKyCpFVQor.jpeg,ARAZ,,1001994141-20019,ARAZ,1001994141,773546,Ramal Sadiyev,07.03.2025,22:08:18,TAC FINDIQ LEPE 250,1.0,5.6,5.6,16.64,,,16.64,0.00,0.00,0.00,0.00,343,NBA FiscalBox,900120010612,3HdKyCpFVQor,0000022720,0.28,07.04.2025,06:03
3HdKyCpFVQor.jpeg,ARAZ,,1001994141-20019,ARAZ,1001994141,773546,Ramal Sadiyev,07.03.2025,22:08:18,SOBA LAVAS COREY1,1.0,0.85,0.85,16.64,,,16.64,0.00,0.00,0.00,0.00,343,NBA FiscalBox,900120010612,3HdKyCpFVQor,0000022720,0.28,07.04.2025,06:03
3HdKyCpFVQor.jpeg,ARAZ,,1001994141-20019,ARAZ,1001994141,773546,Ramal Sadiyev,07.03.2025,22:08:18,ƏDV-dən azad Paket Araz 31*60 5KG,1.0,0.05,0.05,16.64,,,16.64,0.00,0.00,0.00,0.00,343,NBA FiscalBox,900120010612,3HdKyCpFVQor,0000022720,0.28,07.04.2025,06:03
DzoA71yfhHrK.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2u5nQNC1najH.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8hYdFriRsWUy.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BbA1PQinh8H3.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AhW4dhDYgExT.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2Z1vzsYBufM.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5uqKhdoD3ea.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wGdq7y8J6mm6.jpeg,AZƏRBAYCAN,,,AZƏRBAYCAN,1403051411,450468,NACAFOV R.,,,ƏDV-dən azad СОВЕКС BALLI KEKS. (ədəd),3.0,0.39,117.0,14.21,,,3.82,0.00,0.00,0.00,0.00,423,,1358434574,uzGdq7y8)6mm6,0000118128,0.10,19.06.2025,18:08
wGdq7y8J6mm6.jpeg,AZƏRBAYCAN,,,AZƏRBAYCAN,1403051411,450468,NACAFOV R.,,,КОГМЕК ACI T. 600. (әдәд),1.0,165.0,1465.0,14.21,,,3.82,0.00,0.00,0.00,0.00,423,,1358434574,uzGdq7y8)6mm6,0000118128,0.10,19.06.2025,18:08
wGdq7y8J6mm6.jpeg,AZƏRBAYCAN,,,AZƏRBAYCAN,1403051411,450468,NACAFOV R.,,,ВОГАР PO DO 4000. (әдәд),1.0,165.0,165.0,14.21,,,3.82,0.00,0.00,0.00,0.00,423,,1358434574,uzGdq7y8)6mm6,0000118128,0.10,19.06.2025,18:08
wGdq7y8J6mm6.jpeg,AZƏRBAYCAN,,,AZƏRBAYCAN,1403051411,450468,NACAFOV R.,,,sƏDV: 1894 ROLLAPSA ЕТ 9008. (ədəd),1.0,1.59,1.59,14.21,,,3.82,0.00,0.00,0.00,0.00,423,,1358434574,uzGdq7y8)6mm6,0000118128,0.10,19.06.2025,18:08
wGdq7y8J6mm6.jpeg,AZƏRBAYCAN,,,AZƏRBAYCAN,1403051411,450468,NACAFOV R.,,,NSTLE BANAN 23.508. (ədəd),3.0,1.25,3.75,14.21,,,3.82,0.00,0.00,0.00,0.00,423,,1358434574,uzGdq7y8)6mm6,0000118128,0.10,19.06.2025,18:08
wGdq7y8J6mm6.jpeg,AZƏRBAYCAN,,,AZƏRBAYCAN,1403051411,450468,NACAFOV R.,,,NSTLE SOKOLD 23.508. (ədəd),2.0,1.25,2.5,14.21,,,3.82,0.00,0.00,0.00,0.00,423,,1358434574,uzGdq7y8)6mm6,0000118128,0.10,19.06.2025,18:08
wGdq7y8J6mm6.jpeg,AZƏRBAYCAN,,,AZƏRBAYCAN,1403051411,450468,NACAFOV R.,,,"NESTLE FİTNES BATON, (ədəd)",1.0,125.0,125.0,14.21,,,3.82,0.00,0.00,0.00,0.00,423,,1358434574,uzGdq7y8)6mm6,0000118128,0.10,19.06.2025,18:08
wGdq7y8J6mm6.jpeg,AZƏRBAYCAN,,,AZƏRBAYCAN,1403051411,450468,NACAFOV R.,,,MÜSTERİ PAKETİ 31:55 (ədəd),1.0,0.05,0.05,14.21,,,3.82,0.00,0.00,0.00,0.00,423,,1358434574,uzGdq7y8)6mm6,0000118128,0.10,19.06.2025,18:08
4kcyjx43tt6w.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uRhKpcRFQtsb.jpeg,ARAZ,,1001994141-20019,ARAZ,1001994141,776933,Samirə İsrailova,12.03.2025,22:10:49,SIRAB QAZSIZ SU PET,2000.0,2.8,5.6,7.58,,,0.00,0.00,0.00,0.00,0.00,240,NBA FiscalBox,900120010612,uRhKpcRFQtsb:,0000022720,0.20,12.04.2025,09:41
uRhKpcRFQtsb.jpeg,ARAZ,,1001994141-20019,ARAZ,1001994141,776933,Samirə İsrailova,12.03.2025,22:10:49,NESTLE BATON МЈТ5 50,2.0,0.99,1.98,7.58,,,0.00,0.00,0.00,0.00,0.00,240,NBA FiscalBox,900120010612,uRhKpcRFQtsb:,0000022720,0.20,12.04.2025,09:41
5c191uqCazio.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2wSxWa3DXym.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9MUSuwiiDfVm.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBZFvy8k3Gja.jpeg,GRAND-MART,,1401395111-20002,GRAND-MART,1401395111,,,,,,,,,6.45,,0.98,0.00,0.00,0.00,0.00,0.00,211,,0000039327,HBZFvy8k3Gia,0000096602,0.17,21.04.2025,00:50
EvGY5UvSSfS9.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DoPo55AQpjQX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,,,AKTİVİA ТОМ YOQURT,2.0,1399.0,3.98,10.07,,1.54,10.07,0.00,0.00,0.00,0.00,221,Az Smart Fiscal Box,AFB0000000958,DoPo55AQp)QX,0000063543,,,
DoPo55AQpjQX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,,,AKTİVİA İCİM YOQURT (ədəd),1.0,199.0,199.0,10.07,,1.54,10.07,0.00,0.00,0.00,0.00,221,Az Smart Fiscal Box,AFB0000000958,DoPo55AQp)QX,0000063543,,,
DoPo55AQpjQX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,,,SIRAB QAZSIZ SU PET (ədəd),1.0,1.05,105.0,10.07,,1.54,10.07,0.00,0.00,0.00,0.00,221,Az Smart Fiscal Box,AFB0000000958,DoPo55AQp)QX,0000063543,,,
DoPo55AQpjQX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,,,ЕП CİN PORTAGALLI P (ədəd),3.0,1.0,3.0,10.07,,1.54,10.07,0.00,0.00,0.00,0.00,221,Az Smart Fiscal Box,AFB0000000958,DoPo55AQp)QX,0000063543,,,
DoPo55AQpjQX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,,,Paket Spar 31:60 56 (ədəd),1.0,0.05,105.0,10.07,,1.54,10.07,0.00,0.00,0.00,0.00,221,Az Smart Fiscal Box,AFB0000000958,DoPo55AQp)QX,0000063543,,,
CoEeQR39nSda.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkAx8MAneHiW.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53kif7iNCYY5.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwigUkTjFzRm.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8dXqCopLD8a.jpeg,ARAZ,AZ1126 BAKI ŞƏHƏRİ,1001994141-20019,ARAZ,1001994141,,Səyarə Mərufova,10.03.2025,18:06:48,Paket Araz 27750 36,1000.0,0.03,0.03,7.47,,1.14,0.00,0.00,0.00,0.00,0.00,296,NBA FiscalBox,900120010612,FadXqCopLD8a,0000022720,0.20,10.04.2025,04:02
F8dXqCopLD8a.jpeg,ARAZ,AZ1126 BAKI ŞƏHƏRİ,1001994141-20019,ARAZ,1001994141,,Səyarə Mərufova,10.03.2025,18:06:48,SIRAB QAZSIZ SU PET,2.0,0.6,1.2,7.47,,1.14,0.00,0.00,0.00,0.00,0.00,296,NBA FiscalBox,900120010612,FadXqCopLD8a,0000022720,0.20,10.04.2025,04:02
F8dXqCopLD8a.jpeg,ARAZ,AZ1126 BAKI ŞƏHƏRİ,1001994141-20019,ARAZ,1001994141,,Səyarə Mərufova,10.03.2025,18:06:48,MİLLENİUM 6010 FİNDİ.,1.0,4.05,4.05,7.47,,1.14,0.00,0.00,0.00,0.00,0.00,296,NBA FiscalBox,900120010612,FadXqCopLD8a,0000022720,0.20,10.04.2025,04:02
F8dXqCopLD8a.jpeg,ARAZ,AZ1126 BAKI ŞƏHƏRİ,1001994141-20019,ARAZ,1001994141,,Səyarə Mərufova,10.03.2025,18:06:48,TAC QAYMAQLI SOR 400,1000.0,2.19,2.19,7.47,,1.14,0.00,0.00,0.00,0.00,0.00,296,NBA FiscalBox,900120010612,FadXqCopLD8a,0000022720,0.20,10.04.2025,04:02
HkJMn1r6CiPg.jpeg,ARAZ,AZ1018 BAKI ŞƏHƏRİ,,ARAZ,1001994141,36176,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,284,,53R1134318,HklMn1r6CiPg,0000223622,0.11,22.11.2025,22:37
7GK4KQwFT2RX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,1030260,Qadir Ebiyev,01.05.2025,17:58:08,,,,,,,,0.00,0.00,0.00,0.00,0.00,101,Az Smart Fiscal Box,AFB0000000958,76К4КОмЕТ2АХ,0000063543,0.44,31.05.2025,21:53
8A8nc1QJYiUx.jpeg,NOVCO MƏHDUD,,1400556061-15023,NOVCO MƏHDUD,1400556061,27397,,,,“yaqqabı,1.0,6938.0,69.38,75.98,,,0.00,0.00,0.00,0.00,0.00,3,NBA FiscalBox,900121030379,BABnc1Q)YİUx,0000174682,2.03,25.11.2025,18:23
8A8nc1QJYiUx.jpeg,NOVCO MƏHDUD,,1400556061-15023,NOVCO MƏHDUD,1400556061,27397,,,,Corab (ədəd),1.0,6.6,6.6,75.98,,,0.00,0.00,0.00,0.00,0.00,3,NBA FiscalBox,900121030379,BABnc1Q)YİUx,0000174682,2.03,25.11.2025,18:23
Bu9tcZcPXoZK.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5AftbqH5nFxf.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3sPKH8fYAkKr.jpeg,GRAND-MART,AZ1149 BAKI ŞƏHƏRİ,1401395111-20002,GRAND-MART,1401395111,,Sadiqov Vaqif,25.05.2025,22:01:42,,,,,,,,0.00,0.00,0.00,0.00,0.00,202,NCR RealPOS XR7 (7703) KLR M-POS 1.05.90,0000030266,3sPKHBİYAKKT,0000152290,,,
B7jvonfCKgcF.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5zoc4Tmeg4a3.jpeg,AZƏRBAYCAN,,1403051411-17002,AZƏRBAYCAN,1403051411,,NOVRUZLU Ы.,21.09.2025,16:57:44,"SHOR IVANOVA 2000,",1.0,2.99,2.99,5.82,,0.77,5.82,0.00,0.00,0.00,0.00,160,VVincor Nixdorf ВЕЕТИЕ/М-И1|,53R0557854,5zoc4Tmeg4a3,0000217242,0.13,21.10.2025,17:06
5zoc4Tmeg4a3.jpeg,AZƏRBAYCAN,,1403051411-17002,AZƏRBAYCAN,1403051411,,NOVRUZLU Ы.,21.09.2025,16:57:44,ETİ POPKEK SOK1440. (ədəd),1.0,199.0,199.0,5.82,,0.77,5.82,0.00,0.00,0.00,0.00,160,VVincor Nixdorf ВЕЕТИЕ/М-И1|,53R0557854,5zoc4Tmeg4a3,0000217242,0.13,21.10.2025,17:06
5zoc4Tmeg4a3.jpeg,AZƏRBAYCAN,,1403051411-17002,AZƏRBAYCAN,1403051411,,NOVRUZLU Ы.,21.09.2025,16:57:44,FACE TENDİR ORTA. (әдәд),1.0,29.0,0.79,5.82,,0.77,5.82,0.00,0.00,0.00,0.00,160,VVincor Nixdorf ВЕЕТИЕ/М-И1|,53R0557854,5zoc4Tmeg4a3,0000217242,0.13,21.10.2025,17:06
5zoc4Tmeg4a3.jpeg,AZƏRBAYCAN,,1403051411-17002,AZƏRBAYCAN,1403051411,,NOVRUZLU Ы.,21.09.2025,16:57:44,MÜSTERİ PAKETİ 31:55 (ədəd),1.0,0.05,105.0,5.82,,0.77,5.82,0.00,0.00,0.00,0.00,160,VVincor Nixdorf ВЕЕТИЕ/М-И1|,53R0557854,5zoc4Tmeg4a3,0000217242,0.13,21.10.2025,17:06
3wMqpTQXuLp1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Y6CMEvG9sR1.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,15.05.2025,19:51:07,TENDİR COREYİ EDED,1.0,75.0,0.75,9.73,,0.86,0.00,0.00,0.00,0.00,0.00,182,Az Smart Fiscal Box,AFB0000000959,2/6СМЕҸ695В1,0000063545,0.15,14.06.2025,19:58
2Y6CMEvG9sR1.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,15.05.2025,19:51:07,ƏDV-dən azad BANAN KG (ədəd),1.03,3.39,3.48,9.73,,0.86,0.00,0.00,0.00,0.00,0.00,182,Az Smart Fiscal Box,AFB0000000959,2/6СМЕҸ695В1,0000063545,0.15,14.06.2025,19:58
2Y6CMEvG9sR1.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,15.05.2025,19:51:07,“Ticarət əlavəsi: 1896 STORCK MERCI BADAM F (ədəd),1.0,5.5,5.5,9.73,,0.86,0.00,0.00,0.00,0.00,0.00,182,Az Smart Fiscal Box,AFB0000000959,2/6СМЕҸ695В1,0000063545,0.15,14.06.2025,19:58
mpu4SA173KWp.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAs519RGkQZd.jpeg,AZƏRBAYCAN,,1403051411-17002,AZƏRBAYCAN,1403051411,,ESGEROVA M.,15.09.2025,20:48:36,СОНЕКС BALLI KEKS.,4.0,0.39,156.0,3.36,,,3.36,0.00,0.00,0.00,0.00,858,Мипсог Nixdorf ВЕЕТИЕ/М-И1,530318114,AAs519RGkQZd,0000001856,0.09,15.10.2025,20:58
AAs519RGkQZd.jpeg,AZƏRBAYCAN,,1403051411-17002,AZƏRBAYCAN,1403051411,,ESGEROVA M.,15.09.2025,20:48:36,BETA SELECTED QARA. (ədəd),1.0,1.75,175.0,3.36,,,3.36,0.00,0.00,0.00,0.00,858,Мипсог Nixdorf ВЕЕТИЕ/М-И1,530318114,AAs519RGkQZd,0000001856,0.09,15.10.2025,20:58
AAs519RGkQZd.jpeg,AZƏRBAYCAN,,1403051411-17002,AZƏRBAYCAN,1403051411,,ESGEROVA M.,15.09.2025,20:48:36,MUSTERİ PAKETİ 31:55 (ədəd),1.0,0.05,105.0,3.36,,,3.36,0.00,0.00,0.00,0.00,858,Мипсог Nixdorf ВЕЕТИЕ/М-И1,530318114,AAs519RGkQZd,0000001856,0.09,15.10.2025,20:58
3P8vT54yjXo7.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5Vt54Wcp5Zy.jpeg,AZƏRBAYCAN,,1403051411-17009,AZƏRBAYCAN,1403051411,466424,SAMADZADA S.,09.06.2025,17:27:06,PUSTELI BATONC SOQR.,2.0,3.59,718.0,10.08,,1.54,0.00,0.00,0.00,0.00,0.00,570,,1358434574,HSVtS4VVcp5Zy,0000118128,0.27,09.07.2025,18:27
H5Vt54Wcp5Zy.jpeg,AZƏRBAYCAN,,1403051411-17009,AZƏRBAYCAN,1403051411,466424,SAMADZADA S.,09.06.2025,17:27:06,ВОМВВА BAT KOK 406R. (ədəd),1.0,2.9,2.9,10.08,,1.54,0.00,0.00,0.00,0.00,0.00,570,,1358434574,HSVtS4VVcp5Zy,0000118128,0.27,09.07.2025,18:27
CLp8yUBAZKzZ.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4XcPQDhAvS4c.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6LzVZwiKB7To.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKcjWyZi6NpX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,02.05.2025,21:15:15,AKTİVİA ТОМ YOQURT,1.0,199.0,1399.0,13.73,,2.09,13.73,0.00,0.00,0.00,0.00,299,Az Smart Fiscal Box,AFB0000000958,EKcİVVyZi6NpX,0000063543,0.37,03.06.2025,06:28
EKcjWyZi6NpX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,02.05.2025,21:15:15,AKTİVİA (СМ YOQURT (ədəd),1.0,1399.0,199.0,13.73,,2.09,13.73,0.00,0.00,0.00,0.00,299,Az Smart Fiscal Box,AFB0000000958,EKcİVVyZi6NpX,0000063543,0.37,03.06.2025,06:28
EKcjWyZi6NpX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,02.05.2025,21:15:15,BREEZE DEO SPREY THE (ədəd),1.0,3.75,3.75,13.73,,2.09,13.73,0.00,0.00,0.00,0.00,299,Az Smart Fiscal Box,AFB0000000958,EKcİVVyZi6NpX,0000063543,0.37,03.06.2025,06:28
EKcjWyZi6NpX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,02.05.2025,21:15:15,AKTİVİA (СМ YOQURT (ədəd),1.0,1399.0,199.0,13.73,,2.09,13.73,0.00,0.00,0.00,0.00,299,Az Smart Fiscal Box,AFB0000000958,EKcİVVyZi6NpX,0000063543,0.37,03.06.2025,06:28
EKcjWyZi6NpX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,02.05.2025,21:15:15,SIRAB QAZSIZ SU PET (ədəd),1.0,0.6,0.6,13.73,,2.09,13.73,0.00,0.00,0.00,0.00,299,Az Smart Fiscal Box,AFB0000000958,EKcİVVyZi6NpX,0000063543,0.37,03.06.2025,06:28
EKcjWyZi6NpX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,02.05.2025,21:15:15,ULKER OLALA SUFLE KE (ədəd),2.0,1.69,3.38,13.73,,2.09,13.73,0.00,0.00,0.00,0.00,299,Az Smart Fiscal Box,AFB0000000958,EKcİVVyZi6NpX,0000063543,0.37,03.06.2025,06:28
EKcjWyZi6NpX.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,02.05.2025,21:15:15,Paket Spar 27:50 3K (ədəd),1.0,0.03,103.0,13.73,,2.09,13.73,0.00,0.00,0.00,0.00,299,Az Smart Fiscal Box,AFB0000000958,EKcİVVyZi6NpX,0000063543,0.37,03.06.2025,06:28
9FH1QTbDy7pM.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BhYEXLksjhhr.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6qZihWUscHFG.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETtjajyu1cuk.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CyN8Z9FDxUMn.jpeg,ARAZ,,1001994141-17013,ARAZ,1001994141,,Qadir Ebiyev,,,PLOMBİR VAFLI STEKAN,4.0,145.0,5.8,5.85,,0.89,0.00,0.00,0.00,0.00,0.00,334,,AFB0000000956,CyN8Z9FDxUMn.,0000063538,0.16,10.08.2025,23:16
